Idade,Gênero,IMC,Filhos,Fumante,Região,Fumante_Numero,Encargos,Categoria_IMC,outlier_mask_Idade,outlier_mask_IMC,outlier_mask_Filhos,outlier_mask_Fumante_Numero,outlier_mask_Encargos
77.0,masculino,32.8,2.0,sim,nordeste,1.0,7625.9,Obeso,0,0,0,0,0
21.0,,33.48,2.0,,sudeste,,3248.81,Obeso,0,0,0,0,0
64.0,feminino,23.82,0.0,sim,,1.0,5651.55,Peso normal,0,0,0,0,0
43.0,masculino,30.72,1.0,não,,0.0,4617.08,Obeso,0,0,0,0,0
43.0,feminino,33.29,0.0,sim,noroeste,1.0,4662.33,Obeso,0,0,0,0,0
33.0,masculino,29.46,2.0,,sudeste,,4191.22,Sobrepeso,0,0,0,0,0
25.0,masculino,23.9,2.0,sim,sudoeste,1.0,4393.21,Peso normal,0,0,0,0,0
30.0,masculino,18.17,3.0,não,sudeste,0.0,4460.19,Abaixo do peso,0,0,0,0,0
70.0,feminino,29.4,1.0,sim,sudeste,1.0,6823.88,Sobrepeso,0,0,0,0,0
31.0,feminino,24.52,1.0,não,noroeste,0.0,3213.79,Peso normal,0,0,0,0,0
78.0,masculino,28.73,3.0,não,noroeste,0.0,7510.24,Sobrepeso,0,0,0,0,0
75.0,,21.89,1.0,sim,sudoeste,1.0,6252.45,Peso normal,0,0,0,0,0
,masculino,26.21,1.0,não,sudoeste,0.0,1988.6,Sobrepeso,0,0,0,0,0
60.0,feminino,26.46,2.0,sim,,1.0,6503.73,Sobrepeso,0,0,0,0,0
76.0,masculino,29.38,3.0,não,noroeste,0.0,7256.52,Sobrepeso,0,0,0,0,0
,feminino,27.16,2.0,não,noroeste,0.0,1879.12,Sobrepeso,0,0,0,0,0
44.0,feminino,27.39,2.0,sim,sudeste,1.0,5075.46,Sobrepeso,0,0,0,0,0
78.0,,20.63,,sim,sudeste,1.0,6079.63,Peso normal,0,0,0,0,0
,feminino,25.38,0.0,não,sudoeste,0.0,907.79,Sobrepeso,0,0,0,0,0
30.0,feminino,33.41,0.0,não,sudeste,0.0,2966.92,Obeso,0,0,0,0,0
56.0,masculino,26.71,,sim,nordeste,1.0,4850.68,Sobrepeso,0,0,0,0,0
29.0,masculino,28.94,3.0,sim,noroeste,1.0,4584.18,Sobrepeso,0,0,0,0,0
,masculino,21.34,1.0,sim,noroeste,1.0,1870.6,Peso normal,0,0,0,0,0
68.0,masculino,24.27,3.0,sim,sudeste,1.0,6929.39,Peso normal,0,0,0,0,0
30.0,masculino,,1.0,não,sudoeste,0.0,3747.1,Valor Inválido,0,0,0,0,0
71.0,feminino,20.33,2.0,sim,noroeste,1.0,7153.63,Peso normal,0,0,0,0,0
37.0,masculino,18.09,2.0,não,,0.0,3938.77,Abaixo do peso,0,0,0,0,0
29.0,feminino,27.92,3.0,,nordeste,,4651.92,Sobrepeso,0,0,0,0,0
62.0,feminino,31.77,1.0,não,nordeste,0.0,5810.16,Obeso,0,0,0,0,0
26.0,feminino,34.98,,não,sudoeste,0.0,2878.42,Obeso,0,0,0,0,0
22.0,feminino,18.95,3.0,sim,sudoeste,1.0,4215.08,Peso normal,0,0,0,0,0
58.0,feminino,30.09,3.0,não,sudoeste,0.0,5788.63,Obeso,0,0,0,0,0
64.0,masculino,30.15,,não,sudoeste,0.0,5238.31,Obeso,0,0,0,0,0
,masculino,30.45,1.0,não,sudeste,0.0,1735.35,Obeso,0,0,0,0,0
43.0,feminino,18.37,,,noroeste,,3528.69,Abaixo do peso,0,0,0,0,0
78.0,feminino,23.69,1.0,não,nordeste,0.0,6764.24,Peso normal,0,0,0,0,0
30.0,masculino,28.67,2.0,não,sudoeste,0.0,4042.95,Sobrepeso,0,0,0,0,0
26.0,masculino,,3.0,não,sudeste,0.0,3984.37,Valor Inválido,0,0,0,0,0
77.0,feminino,19.74,0.0,não,nordeste,0.0,5520.99,Peso normal,0,0,0,0,0
27.0,masculino,30.41,3.0,não,noroeste,0.0,4119.2,Obeso,0,0,0,0,0
72.0,,18.54,1.0,sim,sudoeste,1.0,6336.78,Peso normal,0,0,0,0,0
23.0,feminino,,0.0,sim,noroeste,1.0,3457.28,Valor Inválido,0,0,0,0,0
46.0,masculino,29.27,2.0,,sudoeste,,5260.16,Sobrepeso,0,0,0,0,0
33.0,feminino,25.59,0.0,não,sudoeste,0.0,3051.65,Sobrepeso,0,0,0,0,0
,feminino,24.05,2.0,não,nordeste,0.0,2386.81,Peso normal,0,0,0,0,0
31.0,feminino,34.99,2.0,sim,sudoeste,1.0,4594.93,Obeso,0,0,0,0,0
35.0,feminino,21.92,1.0,sim,sudeste,1.0,4425.81,Peso normal,0,0,0,0,0
40.0,masculino,33.33,3.0,não,nordeste,0.0,4829.81,Obeso,0,0,0,0,0
41.0,masculino,32.24,,sim,sudoeste,1.0,4671.07,Obeso,0,0,0,0,0
49.0,masculino,21.4,1.0,sim,nordeste,1.0,5199.9,Peso normal,0,0,0,0,0
43.0,feminino,23.29,,sim,noroeste,1.0,4637.17,Peso normal,0,0,0,0,0
49.0,feminino,24.71,2.0,sim,nordeste,1.0,5407.63,Peso normal,0,0,0,0,0
41.0,masculino,33.22,1.0,não,,0.0,4814.98,Obeso,0,0,0,0,0
57.0,masculino,25.55,1.0,sim,,1.0,5955.02,Sobrepeso,0,0,0,0,0
39.0,,24.3,1.0,não,sudeste,0.0,4166.99,Peso normal,0,0,0,0,0
78.0,,20.03,1.0,sim,sudoeste,1.0,6342.78,Peso normal,0,0,0,0,0
76.0,masculino,30.77,,sim,sudeste,1.0,6173.01,Obeso,0,0,0,0,0
68.0,,18.34,0.0,não,nordeste,0.0,5218.55,Abaixo do peso,0,0,0,0,0
,masculino,25.13,1.0,sim,noroeste,1.0,2077.74,Sobrepeso,0,0,0,0,0
44.0,masculino,25.21,1.0,sim,nordeste,1.0,4879.89,Sobrepeso,0,0,0,0,0
60.0,feminino,,2.0,sim,nordeste,1.0,6482.46,Valor Inválido,0,0,0,0,0
66.0,,25.2,,sim,sudoeste,1.0,6064.01,Sobrepeso,0,0,0,0,0
18.0,feminino,24.5,2.0,não,sudoeste,0.0,3265.19,Peso normal,0,0,0,0,0
51.0,masculino,,3.0,sim,nordeste,1.0,6389.3,Valor Inválido,0,0,0,0,0
20.0,feminino,29.16,1.0,não,nordeste,0.0,3143.48,Sobrepeso,0,0,0,0,0
43.0,,28.84,0.0,sim,sudeste,1.0,4725.81,Sobrepeso,0,0,0,0,0
19.0,masculino,21.34,0.0,sim,noroeste,1.0,2912.46,Peso normal,0,0,0,0,0
34.0,masculino,19.94,1.0,não,noroeste,0.0,3490.08,Peso normal,0,0,0,0,0
,feminino,,3.0,não,nordeste,0.0,2676.58,Valor Inválido,0,0,0,0,0
,masculino,27.28,2.0,sim,,1.0,2686.44,Sobrepeso,0,0,0,0,0
73.0,masculino,23.19,0.0,sim,,1.0,6128.02,Peso normal,0,0,0,0,0
39.0,masculino,,0.0,não,nordeste,0.0,4109.39,Valor Inválido,0,0,0,0,0
43.0,masculino,34.04,1.0,não,sudoeste,0.0,4539.04,Obeso,0,0,0,0,0
61.0,masculino,,0.0,sim,sudoeste,1.0,5600.08,Valor Inválido,0,0,0,0,0
,masculino,,2.0,sim,sudeste,1.0,2714.12,Valor Inválido,0,0,0,0,0
35.0,feminino,26.49,2.0,sim,sudoeste,1.0,4862.1,Sobrepeso,0,0,0,0,0
19.0,masculino,20.69,2.0,sim,,1.0,3952.33,Peso normal,0,0,0,0,0
19.0,feminino,32.72,1.0,sim,sudeste,1.0,3274.87,Obeso,0,0,0,0,0
45.0,,24.33,,não,sudoeste,0.0,3750.86,Peso normal,0,0,0,0,0
39.0,masculino,33.97,1.0,sim,noroeste,1.0,4566.2,Obeso,0,0,0,0,0
71.0,feminino,34.97,1.0,,noroeste,,5826.73,Obeso,0,0,0,0,0
73.0,masculino,21.0,2.0,sim,noroeste,1.0,6968.72,Peso normal,0,0,0,0,0
54.0,masculino,31.91,0.0,não,sudoeste,0.0,4466.11,Obeso,0,0,0,0,0
75.0,feminino,23.31,0.0,não,nordeste,0.0,6135.16,Peso normal,0,0,0,0,0
66.0,feminino,19.47,,não,sudeste,0.0,4662.44,Peso normal,0,0,0,0,0
38.0,feminino,33.51,3.0,sim,sudeste,1.0,5182.41,Obeso,0,0,0,0,0
24.0,masculino,29.09,1.0,não,nordeste,0.0,3563.42,Sobrepeso,0,0,0,0,0
27.0,masculino,29.05,1.0,sim,nordeste,1.0,3586.14,Sobrepeso,0,0,0,0,0
77.0,feminino,19.83,2.0,não,sudeste,0.0,6419.29,Peso normal,0,0,0,0,0
21.0,masculino,18.78,2.0,não,noroeste,0.0,3338.48,Peso normal,0,0,0,0,0
69.0,masculino,34.77,3.0,sim,sudeste,1.0,7639.71,Obeso,0,0,0,0,0
41.0,masculino,,0.0,sim,noroeste,1.0,4734.24,Valor Inválido,0,0,0,0,0
39.0,masculino,,1.0,não,sudeste,0.0,3942.57,Valor Inválido,0,0,0,0,0
77.0,,18.48,2.0,sim,noroeste,1.0,6937.72,Abaixo do peso,0,0,0,0,0
26.0,feminino,27.78,1.0,sim,sudeste,1.0,3445.83,Sobrepeso,0,0,0,0,0
63.0,feminino,34.38,0.0,sim,sudeste,1.0,6298.7,Obeso,0,0,0,0,0
24.0,feminino,30.47,1.0,não,sudeste,0.0,2950.75,Obeso,0,0,0,0,0
,masculino,31.55,1.0,não,sudoeste,0.0,1586.69,Obeso,0,0,0,0,0
19.0,masculino,33.2,1.0,não,nordeste,0.0,3166.22,Obeso,0,0,0,0,0
70.0,feminino,26.64,2.0,não,noroeste,0.0,5899.35,Sobrepeso,0,0,0,0,0
20.0,masculino,29.26,0.0,não,noroeste,0.0,2667.8,Sobrepeso,0,0,0,0,0
56.0,feminino,18.27,,não,nordeste,0.0,4506.28,Abaixo do peso,0,0,0,0,0
27.0,masculino,34.2,1.0,não,nordeste,0.0,3619.99,Obeso,0,0,0,0,0
79.0,feminino,24.73,2.0,sim,nordeste,1.0,7692.86,Peso normal,0,0,0,0,0
,masculino,24.21,3.0,não,noroeste,0.0,2667.58,Peso normal,0,0,0,0,0
65.0,,27.01,2.0,não,noroeste,0.0,5612.26,Sobrepeso,0,0,0,0,0
57.0,feminino,20.2,2.0,não,nordeste,0.0,5047.31,Peso normal,0,0,0,0,0
19.0,feminino,24.56,1.0,sim,sudoeste,1.0,3716.23,Peso normal,0,0,0,0,0
76.0,feminino,28.39,2.0,sim,noroeste,1.0,7541.64,Sobrepeso,0,0,0,0,0
45.0,masculino,,1.0,sim,sudeste,1.0,4821.66,Valor Inválido,0,0,0,0,0
54.0,feminino,19.71,1.0,sim,nordeste,1.0,5611.9,Peso normal,0,0,0,0,0
54.0,,31.58,2.0,não,noroeste,0.0,5705.48,Obeso,0,0,0,0,0
26.0,masculino,20.43,1.0,não,sudoeste,0.0,3413.85,Peso normal,0,0,0,0,0
38.0,masculino,28.03,2.0,não,sudeste,0.0,4897.27,Sobrepeso,0,0,0,0,0
77.0,masculino,,1.0,não,sudoeste,0.0,6015.76,Valor Inválido,0,0,0,0,0
75.0,masculino,,3.0,não,sudoeste,0.0,7171.88,Valor Inválido,0,0,0,0,0
19.0,masculino,20.95,2.0,não,sudeste,0.0,2973.1,Peso normal,0,0,0,0,0
37.0,feminino,30.3,2.0,sim,nordeste,1.0,4976.0,Obeso,0,0,0,0,0
76.0,masculino,23.73,1.0,sim,nordeste,1.0,6799.67,Peso normal,0,0,0,0,0
63.0,masculino,27.9,3.0,sim,sudeste,1.0,6506.29,Sobrepeso,0,0,0,0,0
35.0,masculino,19.36,0.0,sim,sudoeste,1.0,3901.08,Peso normal,0,0,0,0,0
48.0,,34.3,0.0,não,sudoeste,0.0,4654.12,Obeso,0,0,0,0,0
35.0,masculino,30.92,0.0,sim,sudeste,1.0,4128.26,Obeso,0,0,0,0,0
20.0,feminino,26.16,3.0,sim,noroeste,1.0,4434.48,Sobrepeso,0,0,0,0,0
67.0,masculino,18.18,1.0,sim,,1.0,6411.25,Abaixo do peso,0,0,0,0,0
55.0,feminino,32.94,3.0,sim,nordeste,1.0,6693.48,Obeso,0,0,0,0,0
22.0,masculino,34.91,0.0,sim,,1.0,3036.68,Obeso,0,0,0,0,0
28.0,,34.44,0.0,,,,3274.12,Obeso,0,0,0,0,0
57.0,masculino,31.59,3.0,sim,,1.0,7012.69,Obeso,0,0,0,0,0
72.0,masculino,22.57,,sim,sudoeste,1.0,6345.27,Peso normal,0,0,0,0,0
73.0,feminino,23.55,0.0,,nordeste,,5764.83,Peso normal,0,0,0,0,0
21.0,masculino,22.51,2.0,sim,,1.0,3537.02,Peso normal,0,0,0,0,0
42.0,feminino,26.74,0.0,sim,,1.0,4593.27,Sobrepeso,0,0,0,0,0
43.0,,30.3,2.0,,sudeste,,4604.46,Obeso,0,0,0,0,0
,feminino,29.34,0.0,não,,0.0,1504.85,Sobrepeso,0,0,0,0,0
30.0,masculino,21.19,0.0,sim,nordeste,1.0,3204.84,Peso normal,0,0,0,0,0
20.0,masculino,18.42,2.0,não,sudeste,0.0,3042.36,Abaixo do peso,0,0,0,0,0
71.0,feminino,22.87,0.0,não,nordeste,0.0,5100.58,Peso normal,0,0,0,0,0
,masculino,27.99,1.0,não,nordeste,0.0,2019.46,Sobrepeso,0,0,0,0,0
,feminino,32.89,3.0,sim,sudoeste,1.0,3514.03,Obeso,0,0,0,0,0
33.0,feminino,31.57,1.0,não,sudeste,0.0,4137.59,Obeso,0,0,0,0,0
43.0,feminino,29.83,0.0,sim,nordeste,1.0,4562.47,Sobrepeso,0,0,0,0,0
65.0,masculino,30.45,0.0,,noroeste,,5558.2,Obeso,0,0,0,0,0
32.0,feminino,,3.0,,sudoeste,,4583.32,Valor Inválido,0,0,0,0,0
48.0,masculino,27.58,,não,sudoeste,0.0,4095.91,Sobrepeso,0,0,0,0,0
,feminino,27.41,2.0,não,noroeste,0.0,1936.41,Sobrepeso,0,0,0,0,0
65.0,feminino,32.46,3.0,sim,noroeste,1.0,7531.53,Obeso,0,0,0,0,0
66.0,masculino,21.97,3.0,,sudoeste,,5946.9,Peso normal,0,0,0,0,0
51.0,feminino,25.94,2.0,,nordeste,,4969.43,Sobrepeso,0,0,0,0,0
28.0,feminino,,1.0,não,sudeste,0.0,3448.8,Valor Inválido,0,0,0,0,0
40.0,feminino,30.99,3.0,não,noroeste,0.0,5476.26,Obeso,0,0,0,0,0
35.0,feminino,26.16,,não,nordeste,0.0,3613.47,Sobrepeso,0,0,0,0,0
72.0,feminino,31.78,1.0,não,sudeste,0.0,6523.65,Obeso,0,0,0,0,0
18.0,,23.29,3.0,não,noroeste,0.0,3413.96,Peso normal,0,0,0,0,0
18.0,feminino,24.32,2.0,sim,nordeste,1.0,4011.69,Peso normal,0,0,0,0,0
70.0,feminino,28.92,1.0,não,sudoeste,0.0,6374.66,Sobrepeso,0,0,0,0,0
44.0,masculino,20.76,2.0,sim,sudeste,1.0,5195.32,Peso normal,0,0,0,0,0
,masculino,21.07,0.0,não,,0.0,1534.51,Peso normal,0,0,0,0,0
39.0,,21.87,2.0,sim,noroeste,1.0,5049.9,Peso normal,0,0,0,0,0
40.0,feminino,18.72,,,sudoeste,,3855.24,Peso normal,0,0,0,0,0
34.0,,18.15,1.0,não,sudoeste,0.0,3506.53,Abaixo do peso,0,0,0,0,0
,,21.84,1.0,sim,nordeste,1.0,2103.87,Peso normal,0,0,0,0,0
,masculino,29.58,1.0,sim,noroeste,1.0,2156.5,Sobrepeso,0,0,0,0,0
75.0,masculino,20.01,2.0,sim,sudoeste,1.0,6796.12,Peso normal,0,0,0,0,0
44.0,masculino,,,sim,noroeste,1.0,4435.83,Valor Inválido,0,0,0,0,0
23.0,masculino,31.59,3.0,não,nordeste,0.0,3820.71,Obeso,0,0,0,0,0
67.0,masculino,23.05,2.0,sim,sudoeste,1.0,6620.79,Peso normal,0,0,0,0,0
,masculino,34.36,,não,sudeste,0.0,1928.37,Obeso,0,0,0,0,0
,,28.34,2.0,não,noroeste,0.0,2362.07,Sobrepeso,0,0,0,0,0
50.0,masculino,26.7,0.0,sim,,1.0,4460.94,Sobrepeso,0,0,0,0,0
27.0,masculino,33.13,2.0,não,nordeste,0.0,3911.35,Obeso,0,0,0,0,0
21.0,masculino,20.42,0.0,,sudeste,,2750.06,Peso normal,0,0,0,0,0
39.0,masculino,27.71,0.0,sim,sudeste,1.0,4238.27,Sobrepeso,0,0,0,0,0
21.0,feminino,18.22,,,sudoeste,,2474.69,Abaixo do peso,0,0,0,0,0
43.0,masculino,,3.0,sim,sudeste,1.0,5970.87,Valor Inválido,0,0,0,0,0
29.0,feminino,26.59,3.0,não,nordeste,0.0,4129.41,Sobrepeso,0,0,0,0,0
64.0,feminino,33.14,2.0,sim,sudeste,1.0,6999.91,Obeso,0,0,0,0,0
79.0,,21.71,1.0,não,nordeste,0.0,6294.36,Peso normal,0,0,0,0,0
19.0,masculino,23.47,1.0,não,sudoeste,0.0,3088.58,Peso normal,0,0,0,0,0
55.0,,26.6,0.0,sim,sudoeste,1.0,4994.11,Sobrepeso,0,0,0,0,0
49.0,masculino,30.14,0.0,sim,sudoeste,1.0,4629.88,Obeso,0,0,0,0,0
51.0,masculino,20.09,,não,sudoeste,0.0,4421.88,Peso normal,0,0,0,0,0
,masculino,19.29,0.0,não,sudoeste,0.0,880.45,Peso normal,0,0,0,0,0
50.0,masculino,30.54,3.0,não,sudoeste,0.0,5440.81,Obeso,0,0,0,0,0
71.0,feminino,22.27,0.0,sim,,1.0,6047.13,Peso normal,0,0,0,0,0
27.0,masculino,29.06,2.0,sim,noroeste,1.0,4245.53,Sobrepeso,0,0,0,0,0
,feminino,27.35,3.0,não,sudeste,0.0,2438.08,Sobrepeso,0,0,0,0,0
25.0,feminino,27.69,,não,sudoeste,0.0,2918.36,Sobrepeso,0,0,0,0,0
40.0,masculino,31.85,2.0,não,,0.0,4882.21,Obeso,0,0,0,0,0
51.0,masculino,,1.0,sim,sudeste,1.0,4911.85,Valor Inválido,0,0,0,0,0
28.0,,,3.0,não,nordeste,0.0,4221.34,Valor Inválido,0,0,0,0,0
20.0,masculino,20.78,3.0,sim,sudeste,1.0,4096.88,Peso normal,0,0,0,0,0
20.0,feminino,,,não,sudeste,0.0,2746.31,Valor Inválido,0,0,0,0,0
25.0,feminino,21.59,0.0,não,noroeste,0.0,2318.7,Peso normal,0,0,0,0,0
50.0,feminino,24.54,0.0,não,nordeste,0.0,4724.12,Peso normal,0,0,0,0,0
74.0,masculino,22.05,0.0,sim,nordeste,1.0,6386.16,Peso normal,0,0,0,0,0
26.0,feminino,25.49,,não,nordeste,0.0,3266.75,Sobrepeso,0,0,0,0,0
,masculino,18.79,2.0,sim,sudoeste,1.0,2042.14,Peso normal,0,0,0,0,0
56.0,feminino,32.08,2.0,,sudoeste,,5686.47,Obeso,0,0,0,0,0
55.0,feminino,31.45,0.0,sim,noroeste,1.0,5641.25,Obeso,0,0,0,0,0
47.0,feminino,24.78,1.0,sim,sudoeste,1.0,4891.03,Peso normal,0,0,0,0,0
37.0,feminino,33.84,1.0,não,sudeste,0.0,3792.14,Obeso,0,0,0,0,0
43.0,,31.24,,,nordeste,,3966.11,Obeso,0,0,0,0,0
25.0,masculino,,3.0,não,,0.0,3668.18,Valor Inválido,0,0,0,0,0
70.0,feminino,22.25,2.0,sim,sudoeste,1.0,6721.48,Peso normal,0,0,0,0,0
75.0,feminino,19.72,1.0,sim,sudeste,1.0,6726.8,Peso normal,0,0,0,0,0
,masculino,29.82,0.0,sim,,1.0,1616.97,Sobrepeso,0,0,0,0,0
55.0,feminino,19.17,2.0,não,sudoeste,0.0,4939.65,Peso normal,0,0,0,0,0
39.0,feminino,33.86,0.0,sim,nordeste,1.0,4794.74,Obeso,0,0,0,0,0
25.0,feminino,22.76,1.0,,sudeste,,3410.17,Peso normal,0,0,0,0,0
55.0,feminino,22.81,0.0,não,sudeste,0.0,4781.54,Peso normal,0,0,0,0,0
41.0,masculino,27.47,1.0,não,sudoeste,0.0,4435.07,Sobrepeso,0,0,0,0,0
54.0,feminino,25.96,0.0,sim,sudoeste,1.0,5515.63,Sobrepeso,0,0,0,0,0
,masculino,32.78,2.0,não,,0.0,1986.37,Obeso,0,0,0,0,0
48.0,feminino,23.66,2.0,não,nordeste,0.0,5383.25,Peso normal,0,0,0,0,0
21.0,feminino,18.78,0.0,não,sudoeste,0.0,2321.95,Peso normal,0,0,0,0,0
47.0,masculino,21.82,2.0,sim,sudeste,1.0,5137.44,Peso normal,0,0,0,0,0
24.0,masculino,34.18,2.0,sim,sudeste,1.0,3940.72,Obeso,0,0,0,0,0
47.0,feminino,28.91,1.0,sim,sudoeste,1.0,5351.02,Sobrepeso,0,0,0,0,0
21.0,masculino,24.97,1.0,,noroeste,,2645.65,Sobrepeso,0,0,0,0,0
63.0,masculino,22.27,0.0,sim,nordeste,1.0,5338.71,Peso normal,0,0,0,0,0
,masculino,23.3,1.0,sim,sudeste,1.0,2529.05,Peso normal,0,0,0,0,0
50.0,masculino,21.5,3.0,não,sudeste,0.0,5251.57,Peso normal,0,0,0,0,0
32.0,feminino,,1.0,não,nordeste,0.0,3920.03,Valor Inválido,0,0,0,0,0
64.0,feminino,28.65,1.0,sim,nordeste,1.0,6583.64,Sobrepeso,0,0,0,0,0
42.0,feminino,20.91,2.0,sim,sudeste,1.0,5136.54,Peso normal,0,0,0,0,0
,masculino,21.62,1.0,sim,sudeste,1.0,1966.78,Peso normal,0,0,0,0,0
38.0,masculino,,0.0,sim,sudoeste,1.0,3984.74,Valor Inválido,0,0,0,0,0
55.0,masculino,30.82,3.0,não,noroeste,0.0,6065.79,Obeso,0,0,0,0,0
40.0,feminino,31.62,1.0,sim,,1.0,4938.09,Obeso,0,0,0,0,0
37.0,masculino,23.69,3.0,não,sudoeste,0.0,4641.69,Peso normal,0,0,0,0,0
77.0,feminino,30.72,1.0,sim,sudeste,1.0,7310.63,Obeso,0,0,0,0,0
60.0,feminino,29.28,1.0,não,sudeste,0.0,5245.03,Sobrepeso,0,0,0,0,0
37.0,,27.84,2.0,não,sudoeste,0.0,4200.63,Sobrepeso,0,0,0,0,0
,feminino,30.01,1.0,sim,nordeste,1.0,2070.48,Obeso,0,0,0,0,0
67.0,masculino,23.11,2.0,sim,nordeste,1.0,6136.49,Peso normal,0,0,0,0,0
72.0,feminino,23.88,0.0,sim,sudeste,1.0,5849.67,Peso normal,0,0,0,0,0
24.0,masculino,34.19,1.0,sim,,1.0,3966.12,Obeso,0,0,0,0,0
60.0,masculino,30.04,1.0,sim,nordeste,1.0,5540.03,Obeso,0,0,0,0,0
57.0,masculino,26.05,0.0,não,nordeste,0.0,5096.34,Sobrepeso,0,0,0,0,0
29.0,feminino,33.12,1.0,sim,sudoeste,1.0,4163.28,Obeso,0,0,0,0,0
60.0,masculino,29.35,3.0,não,noroeste,0.0,6157.49,Sobrepeso,0,0,0,0,0
39.0,feminino,19.23,3.0,não,sudeste,0.0,4836.62,Peso normal,0,0,0,0,0
18.0,masculino,20.44,0.0,não,sudoeste,0.0,2402.97,Peso normal,0,0,0,0,0
42.0,masculino,32.61,3.0,sim,sudeste,1.0,5433.8,Obeso,0,0,0,0,0
,feminino,29.65,1.0,sim,noroeste,1.0,2018.33,Sobrepeso,0,0,0,0,0
,masculino,26.0,0.0,,sudeste,,1376.67,Sobrepeso,0,0,0,0,0
,masculino,23.44,0.0,sim,nordeste,1.0,1929.07,Peso normal,0,0,0,0,0
18.0,masculino,19.28,2.0,não,sudeste,0.0,3133.87,Peso normal,0,0,0,0,0
32.0,,26.07,2.0,não,nordeste,0.0,3654.24,Sobrepeso,0,0,0,0,0
60.0,masculino,19.46,3.0,sim,noroeste,1.0,6530.33,Peso normal,0,0,0,0,0
18.0,feminino,,1.0,não,noroeste,0.0,2695.22,Valor Inválido,0,0,0,0,0
54.0,masculino,24.25,2.0,não,,0.0,4886.04,Peso normal,0,0,0,0,0
74.0,feminino,23.68,0.0,sim,sudeste,1.0,6014.04,Peso normal,0,0,0,0,0
64.0,masculino,22.73,3.0,não,,0.0,6136.04,Peso normal,0,0,0,0,0
64.0,feminino,34.77,0.0,sim,sudeste,1.0,5671.8,Obeso,0,0,0,0,0
36.0,,25.34,1.0,não,sudoeste,0.0,3469.4,Sobrepeso,0,0,0,0,0
47.0,feminino,21.08,2.0,,sudeste,,5206.75,Peso normal,0,0,0,0,0
20.0,feminino,33.23,1.0,não,nordeste,0.0,3231.81,Obeso,0,0,0,0,0
30.0,,31.6,2.0,sim,,1.0,4666.35,Obeso,0,0,0,0,0
75.0,,31.84,3.0,sim,sudoeste,1.0,8022.93,Obeso,0,0,0,0,0
66.0,feminino,22.54,3.0,sim,sudeste,1.0,6889.68,Peso normal,0,0,0,0,0
67.0,masculino,18.23,0.0,não,sudoeste,0.0,5250.65,Abaixo do peso,0,0,0,0,0
34.0,masculino,25.92,2.0,não,sudoeste,0.0,3842.98,Sobrepeso,0,0,0,0,0
57.0,feminino,22.52,0.0,sim,sudoeste,1.0,5266.4,Peso normal,0,0,0,0,0
74.0,masculino,31.18,2.0,não,noroeste,0.0,7064.29,Obeso,0,0,0,0,0
69.0,masculino,27.39,3.0,sim,noroeste,1.0,7407.31,Sobrepeso,0,0,0,0,0
,feminino,29.06,1.0,sim,sudoeste,1.0,2349.29,Sobrepeso,0,0,0,0,0
25.0,masculino,30.67,2.0,sim,noroeste,1.0,4695.61,Obeso,0,0,0,0,0
48.0,feminino,22.96,2.0,sim,nordeste,1.0,5811.59,Peso normal,0,0,0,0,0
79.0,masculino,,0.0,,nordeste,,6126.19,Valor Inválido,0,0,0,0,0
38.0,feminino,29.23,1.0,sim,sudeste,1.0,4234.09,Sobrepeso,0,0,0,0,0
41.0,masculino,31.72,2.0,sim,sudoeste,1.0,4861.32,Obeso,0,0,0,0,0
45.0,feminino,20.74,3.0,sim,noroeste,1.0,5933.04,Peso normal,0,0,0,0,0
65.0,feminino,29.05,0.0,,sudoeste,,5592.89,Sobrepeso,0,0,0,0,0
65.0,,19.48,2.0,não,noroeste,0.0,5745.6,Peso normal,0,0,0,0,0
50.0,masculino,28.19,3.0,sim,nordeste,1.0,6194.51,Sobrepeso,0,0,0,0,0
51.0,feminino,20.7,2.0,não,noroeste,0.0,4833.97,Peso normal,0,0,0,0,0
37.0,feminino,23.08,3.0,,noroeste,,4710.98,Peso normal,0,0,0,0,0
20.0,feminino,20.32,3.0,sim,sudeste,1.0,4099.23,Peso normal,0,0,0,0,0
,feminino,22.89,,,sudeste,,1346.92,Peso normal,0,0,0,0,0
25.0,masculino,,2.0,não,sudeste,0.0,3362.98,Valor Inválido,0,0,0,0,0
,,34.03,1.0,sim,sudoeste,1.0,2654.67,Obeso,0,0,0,0,0
30.0,feminino,,3.0,sim,noroeste,1.0,4839.51,Valor Inválido,0,0,0,0,0
65.0,masculino,32.69,0.0,,noroeste,,5386.86,Obeso,0,0,0,0,0
65.0,feminino,31.78,2.0,sim,nordeste,1.0,6396.99,Obeso,0,0,0,0,0
74.0,masculino,30.9,0.0,não,nordeste,0.0,6139.29,Obeso,0,0,0,0,0
29.0,feminino,25.13,,,noroeste,,3349.86,Sobrepeso,0,0,0,0,0
58.0,feminino,21.79,1.0,sim,sudeste,1.0,5416.4,Peso normal,0,0,0,0,0
21.0,masculino,,3.0,,noroeste,,3410.86,Valor Inválido,0,0,0,0,0
21.0,feminino,34.47,3.0,sim,sudeste,1.0,4489.83,Obeso,0,0,0,0,0
26.0,feminino,31.64,3.0,sim,sudoeste,1.0,4312.22,Obeso,0,0,0,0,0
44.0,masculino,21.45,2.0,não,nordeste,0.0,4607.43,Peso normal,0,0,0,0,0
26.0,masculino,34.02,2.0,sim,sudoeste,1.0,4457.36,Obeso,0,0,0,0,0
